,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,nDay,latestDay,nBasket,COUPON_DISC,dayWCoupRed,SALES_VALUE,RETAIL_DISC,COUPON_MATCH,distProdPDay,avgSalesPDay,avgCoupDiscPDay,avgRetlDiscPDay,coupRedPBask,frequency,recency,variety,monetary,redeemedCoup
664,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2088,104,711,104,-10.3,8,4905.71,-972.03,-0.7,2148,47.17,-0.1,-9.35,0.08,0.14,19,20.65,3923.38,1
665,35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,2092,94,559,94,-55.79,62,2290.54,-361.52,-17.8,707,24.37,-0.59,-3.85,0.66,0.13,171,7.52,1873.23,1
666,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2094,73,708,73,-2.0,2,3055.52,-691.96,0.0,1074,41.86,-0.03,-9.48,0.03,0.1,22,14.71,2361.56,1
667,35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+,2097,166,645,166,-18.84,9,8823.83,-1862.11,-1.5,1419,53.16,-0.11,-11.22,0.05,0.23,85,8.55,6942.88,1
668,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2100,57,709,57,-20.07,23,3185.31,-1274.55,-4.4,1356,55.88,-0.35,-22.36,0.4,0.08,21,23.79,1890.69,1
669,55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,2102,104,711,104,-6.1,4,3619.76,-642.34,-0.4,1025,34.81,-0.06,-6.18,0.04,0.14,19,9.86,2971.32,1
670,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2107,86,697,86,-1.0,1,3409.06,-812.14,0.0,1139,39.64,-0.01,-9.44,0.01,0.12,33,13.24,2595.92,1
671,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2110,204,704,204,-40.56,11,12470.03,-954.66,-1.8499999999999999,3261,61.13,-0.2,-4.68,0.05,0.28,26,15.99,11474.81,1
672,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2111,114,687,114,-267.8,152,2590.37,-1632.26,-66.01,654,22.72,-2.35,-14.32,1.33,0.16,43,5.74,690.31,1
673,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2112,106,711,106,-71.56,39,5116.15,-1689.84,-5.75,1726,48.27,-0.68,-15.94,0.37,0.15,19,16.28,3354.75,1
674,35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,2115,248,711,248,-169.3,203,14774.86,-1497.02,-55.08,3785,59.58,-0.68,-6.04,0.82,0.34,19,15.26,13108.54,1
675,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2116,185,708,185,-18.849999999999998,18,12228.09,-1969.74,-7.750000000000001,4211,66.1,-0.1,-10.65,0.1,0.25,22,22.76,10239.5,1
676,25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown,2119,38,704,38,-180.08,225,2295.16,-833.96,-79.73,994,60.4,-4.74,-21.95,5.92,0.05,26,26.16,1281.12,1
677,55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2121,123,710,123,-47.870000000000005,29,5582.79,-777.4,-6.9,1510,45.39,-0.39,-6.32,0.24,0.17,20,12.28,4757.52,1
678,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2123,59,710,59,-16.65,13,4332.45,-883.6899999999999,-1.35,1465,73.43,-0.28,-14.98,0.22,0.08,20,24.83,3432.11,1
679,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,2124,200,711,200,-165.78,138,7859.41,-975.98,-23.3,2598,39.3,-0.83,-4.88,0.69,0.27,19,12.99,6717.65,1
680,25-34,U,35-49K,Unknown,1 Adult Kids,2,1,2129,140,707,140,-13.59,6,7164.99,-1190.44,0.0,2393,51.18,-0.1,-8.5,0.04,0.19,23,17.09,5960.96,1
681,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,2130,85,705,85,-197.82,124,6060.39,-1003.54,-29.9,1467,71.3,-2.33,-11.81,1.46,0.12,25,17.26,4859.03,1
682,55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,2133,121,709,121,0.0,0,6759.92,-748.84,0.0,1818,55.87,0.0,-6.19,0.0,0.17,21,15.02,6011.08,0
683,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,2134,78,711,78,-39.47,26,9129.83,-1580.03,-3.8,2650,117.05,-0.51,-20.26,0.33,0.11,19,33.97,7510.33,1
684,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2140,47,652,47,-17.4,9,1567.89,-219.55,0.0,514,33.36,-0.37,-4.67,0.19,0.06,78,10.94,1330.94,1
685,25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,2147,86,710,86,-15.45,9,5706.01,-1138.64,-1.25,2470,66.35,-0.18,-13.24,0.1,0.12,20,28.72,4551.92,1
686,55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,2148,120,711,120,-17.1,18,3263.92,-906.76,-4.9,1514,27.2,-0.14,-7.56,0.15,0.16,19,12.62,2340.06,1
687,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2154,106,709,106,-12.629999999999999,12,2523.34,-783.16,-2.8,833,23.81,-0.12,-7.39,0.11,0.15,21,7.86,1727.55,1
688,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2156,89,703,89,-28.65,32,5874.46,-839.36,-8.55,2298,66.01,-0.32,-9.43,0.36,0.12,27,25.82,5006.45,1
689,25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,2158,107,709,107,-77.34,96,3194.17,-593.38,-18.05,1110,29.85,-0.72,-5.55,0.9,0.15,21,10.37,2523.45,1
690,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,2162,132,710,132,-344.8,160,13923.45,-1187.7,-12.5,2326,105.48,-2.61,-9.0,1.21,0.18,20,17.62,12390.95,1
691,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,2168,188,711,188,-68.11,69,5666.66,-1723.83,-13.700000000000001,2712,30.14,-0.36,-9.17,0.37,0.26,19,14.43,3874.72,1
692,25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2172,93,705,93,-3.89,2,2408.11,-242.71,0.0,676,25.89,-0.04,-2.61,0.02,0.13,25,7.27,2161.51,1
693,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2173,70,710,70,-6.0,3,2177.52,-478.71999999999997,0.0,684,31.11,-0.09,-6.84,0.04,0.1,20,9.77,1692.8,1
694,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2179,44,711,44,0.0,0,1452.29,-255.8,0.0,430,33.01,0.0,-5.81,0.0,0.06,19,9.77,1196.49,0
695,55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,2181,50,702,50,-16.98,11,3074.4500000000003,-371.12,0.0,829,61.49,-0.34,-7.42,0.22,0.07,28,16.58,2686.35,1
696,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2182,82,699,82,-2.5,1,1530.52,-216.86,0.0,579,18.66,-0.03,-2.64,0.01,0.11,31,7.06,1311.16,1
697,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2183,144,706,144,-18.3,8,4093.12,-941.95,-0.5,1066,28.42,-0.13,-6.54,0.06,0.2,24,7.4,3132.87,1
698,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2184,197,707,197,0.0,0,5094.8,-656.22,0.0,1329,25.86,0.0,-3.33,0.0,0.27,23,6.75,4438.58,0
699,25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,2185,97,710,97,-34.65,31,8550.73,-786.09,-3.95,2210,88.15,-0.36,-8.1,0.32,0.13,20,22.78,7729.99,1
700,35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,2186,100,702,100,-1.95,4,5469.53,-749.0,-0.95,1567,54.7,-0.02,-7.49,0.04,0.14,28,15.67,4718.58,1
701,65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2188,125,709,125,-1.8,2,3917.34,-631.53,-0.45,1310,31.34,-0.01,-5.05,0.02,0.17,21,10.48,3284.01,1
702,35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,2190,190,711,190,-20.2,14,9520.85,-2200.28,-1.0,2831,50.11,-0.11,-11.58,0.07,0.26,19,14.9,7300.37,1
703,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2193,93,703,93,-4.55,4,9155.01,-1035.01,-0.45,2859,98.44,-0.05,-11.13,0.04,0.13,27,30.74,8115.45,1
704,55-64,B,25-34K,Homeowner,Single Male,1,None/Unknown,2194,306,711,306,-9.49,4,7169.78,-1119.19,0.0,2237,23.43,-0.03,-3.66,0.01,0.42,19,7.31,6041.1,1
705,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2198,263,711,263,-46.39,57,7205.88,-1114.07,-11.15,2532,27.4,-0.18,-4.24,0.22,0.36,19,9.63,6045.42,1
706,19-24,U,50-74K,Unknown,2 Adults Kids,3,1,2199,145,706,145,-29.8,27,5639.17,-1046.77,-3.95,2273,38.89,-0.21,-7.22,0.19,0.2,24,15.68,4562.6,1
707,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,2200,180,706,180,-55.0,65,8673.11,-2089.91,-12.45,3543,48.18,-0.31,-11.61,0.36,0.25,24,19.68,6528.2,1
708,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2203,83,711,83,0.0,0,5239.09,-454.16,0.0,1000,63.12,0.0,-5.47,0.0,0.11,19,12.05,4784.93,0
709,35-44,U,50-74K,Unknown,1 Adult Kids,3,2,2208,167,698,167,-6.7,7,9456.83,-1575.78,-1.3,3343,56.63,-0.04,-9.44,0.04,0.23,32,20.02,7874.35,1
710,25-34,A,35-49K,Renter,2 Adults Kids,5+,3+,2209,189,709,189,-1.0,1,6996.68,-771.27,0.0,2058,37.02,-0.01,-4.08,0.01,0.26,21,10.89,6224.41,1
711,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,2217,170,708,170,-24.84,24,4430.01,-1095.02,-4.65,1597,26.06,-0.15,-6.44,0.14,0.23,22,9.39,3310.15,1
712,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2221,111,709,111,-3.0,2,2301.4,-636.59,0.0,1185,20.73,-0.03,-5.74,0.02,0.15,21,10.68,1661.81,1
713,19-24,B,250K+,Homeowner,Single Male,1,None/Unknown,2224,105,711,105,-5.0,5,3984.1,-1010.49,0.0,1568,37.94,-0.05,-9.62,0.05,0.14,19,14.93,2968.61,1
714,35-44,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,2231,85,709,85,-123.88,99,4400.26,-474.95,-15.08,1376,51.77,-1.46,-5.59,1.16,0.12,21,16.19,3801.43,1
715,25-34,B,150-174K,Homeowner,Single Male,1,None/Unknown,2233,220,709,220,-26.14,22,8440.77,-868.47,-1.4,2656,38.37,-0.12,-3.95,0.1,0.3,21,12.07,7546.16,1
716,65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2234,169,710,169,-26.43,19,7971.57,-1268.56,-1.7,1923,47.17,-0.16,-7.51,0.11,0.23,20,11.38,6676.58,1
717,45-54,U,175-199K,Homeowner,2 Adults Kids,3,1,2235,81,705,81,-0.8,1,3824.87,-439.04,-0.8,833,47.22,-0.01,-5.42,0.01,0.11,25,10.28,3385.03,1
718,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,2237,137,705,137,-41.48,50,4941.52,-1132.81,-11.2,1814,36.07,-0.3,-8.27,0.36,0.19,25,13.24,3767.23,1
719,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2243,43,707,43,-2.0,2,4019.71,-866.9,0.0,1141,93.48,-0.05,-20.16,0.05,0.06,23,26.53,3150.81,1
720,35-44,U,75-99K,Unknown,Unknown,1,None/Unknown,2250,58,709,58,-17.64,7,2333.16,-794.77,-0.75,658,40.23,-0.3,-13.7,0.12,0.08,21,11.34,1520.75,1
721,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2252,227,711,227,-49.49,41,9489.82,-2541.54,-3.95,3337,41.81,-0.22,-11.2,0.18,0.31,19,14.7,6898.79,1
722,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,2254,67,569,67,0.0,0,1270.3500000000001,-209.69,0.0,396,18.96,0.0,-3.13,0.0,0.09,161,5.91,1060.66,0
723,45-54,U,25-34K,Homeowner,Single Female,1,None/Unknown,2260,117,707,117,-7.2,10,7456.64,-832.4,-3.5,1864,63.73,-0.06,-7.11,0.09,0.16,23,15.93,6617.04,1
724,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2264,267,710,267,-10.3,11,16960.59,-2444.51,-2.7,4431,63.52,-0.04,-9.16,0.04,0.37,20,16.6,14505.78,1
725,25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown,2266,130,704,130,-2.25,1,8754.12,-1069.45,-0.75,2712,67.34,-0.02,-8.23,0.01,0.18,26,20.86,7682.42,1
726,55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2269,176,707,176,-11.85,10,3273.95,-1185.73,-1.85,1116,18.6,-0.07,-6.74,0.06,0.24,23,6.34,2076.37,1
727,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2272,59,699,59,-17.14,16,2244.17,-267.32,-2.43,480,38.04,-0.29,-4.53,0.27,0.08,31,8.14,1959.71,1
728,25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2279,56,705,56,-7.5,6,972.47,-242.77,0.0,416,17.37,-0.13,-4.34,0.11,0.08,25,7.43,722.2,1
729,35-44,U,15-24K,Homeowner,2 Adults Kids,3,1,2280,165,708,165,-121.27,99,12332.91,-3041.62,-12.35,3524,74.74,-0.73,-18.43,0.6,0.23,22,21.36,9170.02,1
730,55-64,B,175-199K,Homeowner,Single Female,1,None/Unknown,2282,76,709,76,-14.99,12,1103.88,-100.1,-3.25,542,14.52,-0.2,-1.32,0.16,0.1,21,7.13,988.79,1
731,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2284,221,710,221,-59.940000000000005,23,17152.63,-2141.1,-1.35,4629,77.61,-0.27,-9.69,0.1,0.3,20,20.95,14951.59,1
732,45-54,A,35-49K,Renter,2 Adults Kids,5+,3+,2292,97,710,97,-1.4500000000000002,3,1336.14,-219.27,-1.35,588,13.77,-0.01,-2.26,0.03,0.13,20,6.06,1115.42,1
733,45-54,B,25-34K,Renter,2 Adults Kids,4,2,2294,139,682,139,-7.7,8,8381.66,-1155.32,-1.4,2733,60.3,-0.06,-8.31,0.06,0.19,48,19.66,7218.64,1
734,35-44,B,35-49K,Renter,Single Male,1,None/Unknown,2295,78,691,78,-9.14,5,8003.99,-1600.7,-0.35,2689,102.62,-0.12,-20.52,0.06,0.11,39,34.47,6394.15,1
735,35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2296,206,711,206,-7.29,4,13404.83,-2233.59,0.0,5099,65.07,-0.04,-10.84,0.02,0.28,19,24.75,11163.95,1
736,65+,A,50-74K,Probable Renter,Single Female,2,None/Unknown,2298,76,711,76,-11.05,19,2709.53,-544.2,-6.35,892,35.65,-0.15,-7.16,0.25,0.1,19,11.74,2154.28,1
737,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2300,115,706,115,-3.95,7,4615.35,-982.82,-1.7,1735,40.13,-0.03,-8.55,0.06,0.16,24,15.09,3628.58,1
738,35-44,A,35-49K,Homeowner,1 Adult Kids,3,1,2302,72,683,72,-6.5,4,1960.24,-509.3,-0.5,917,27.23,-0.09,-7.07,0.06,0.1,47,12.74,1444.44,1
739,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2305,114,704,114,-80.95,69,6320.64,-1665.72,-15.0,2321,55.44,-0.71,-14.61,0.61,0.16,26,20.36,4573.97,1
740,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,2307,166,709,166,-16.63,16,6009.24,-1180.04,-2.4,2006,36.2,-0.1,-7.11,0.1,0.23,21,12.08,4812.57,1
741,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2312,295,709,295,-47.65,14,14682.81,-2542.57,0.0,3938,49.77,-0.16,-8.62,0.05,0.4,21,13.35,12092.59,1
742,45-54,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2314,83,695,83,-18.25,24,5078.05,-806.68,-4.35,1842,61.18,-0.22,-9.72,0.29,0.11,35,22.19,4253.12,1
743,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2317,136,705,136,-66.72,72,13967.37,-3079.04,-19.4,4952,102.7,-0.49,-22.64,0.53,0.19,25,36.41,10821.61,1
744,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,2318,232,622,232,-15.99,7,10685.72,-1843.3500000000001,0.0,3263,46.06,-0.07,-7.95,0.03,0.32,108,14.06,8826.38,1
745,45-54,U,175-199K,Homeowner,Single Male,1,None/Unknown,2322,256,711,256,-53.9,34,23646.920000000002,-2358.69,-3.9,5687,92.37,-0.21,-9.21,0.13,0.35,19,22.21,21234.33,1
746,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2324,132,703,132,-79.07,84,2671.77,-498.89,-16.65,934,20.24,-0.6,-3.78,0.64,0.18,27,7.08,2093.81,1
747,45-54,U,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2328,154,709,154,-54.519999999999996,15,14193.61,-1260.1,-1.8,3055,92.17,-0.35,-8.18,0.1,0.21,21,19.84,12878.99,1
748,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2330,65,709,65,-143.51,135,5683.36,-616.5,-28.65,1429,87.44,-2.21,-9.48,2.08,0.09,21,21.98,4923.35,1
749,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2331,89,697,89,-75.89,86,5903.55,-1589.78,-25.55,2230,66.33,-0.85,-17.86,0.97,0.12,33,25.06,4237.88,1
750,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2334,298,711,298,-20.25,12,11955.380000000001,-1818.26,-0.5,4072,40.12,-0.07,-6.1,0.04,0.41,19,13.66,10116.87,1
751,65+,U,Under 15K,Homeowner,1 Adult Kids,3,2,2337,444,709,444,-17.15,16,11703.97,-1816.7,-1.6,5420,26.36,-0.04,-4.09,0.04,0.61,21,12.21,9870.12,1
752,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2341,227,697,227,-19.52,13,5698.38,-1582.42,-0.45,2743,25.1,-0.09,-6.97,0.06,0.31,33,12.08,4096.44,1
753,55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown,2342,159,711,159,-35.08,52,5934.36,-1094.48,-14.35,1113,37.32,-0.22,-6.88,0.33,0.22,19,7.0,4804.8,1
754,19-24,U,50-74K,Unknown,Single Male,1,None/Unknown,2343,196,709,196,-24.43,19,4627.4800000000005,-824.53,-3.65,1620,23.61,-0.12,-4.21,0.1,0.27,21,8.27,3778.52,1
755,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2347,80,711,80,-26.5,9,3232.55,-655.49,0.0,789,40.41,-0.33,-8.19,0.11,0.11,19,9.86,2550.56,1
756,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2351,252,708,252,-49.44,43,16616.78,-3447.25,-7.449999999999999,4927,65.94,-0.2,-13.68,0.17,0.35,22,19.55,13120.09,1
757,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2359,131,697,131,-8.190000000000001,11,2806.27,-528.36,-3.35,851,21.42,-0.06,-4.03,0.08,0.18,33,6.5,2269.72,1
758,25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,2360,277,708,277,-12.0,5,9394.58,-1377.56,0.0,2797,33.92,-0.04,-4.97,0.02,0.38,22,10.1,8005.02,1
759,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2361,87,697,87,-1.99,1,4528.71,-552.15,0.0,1369,52.05,-0.02,-6.35,0.01,0.12,33,15.74,3974.57,1
760,45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown,2364,113,706,113,-7.840000000000001,5,7414.1,-1168.8,-2.8,2822,65.61,-0.07,-10.34,0.04,0.15,24,24.97,6237.46,1
761,45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,2367,112,708,112,-3.1,5,4495.53,-711.85,-1.0,1637,40.14,-0.03,-6.36,0.04,0.15,22,14.62,3780.58,1
762,25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2370,140,709,140,-161.34,219,5307.52,-1937.25,-64.94,1969,37.91,-1.15,-13.84,1.56,0.19,21,14.06,3208.93,1
763,45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2374,77,683,77,-65.2,82,6249.35,-1258.67,-24.85,1635,81.16,-0.85,-16.35,1.06,0.11,47,21.23,4925.48,1
764,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2376,145,708,145,-13.73,10,3925.49,-693.63,-1.85,1215,27.07,-0.09,-4.78,0.07,0.2,22,8.38,3218.13,1
765,25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,2378,150,710,150,-30.65,19,8311.08,-1764.0,-1.2,2813,55.41,-0.2,-11.76,0.13,0.21,20,18.75,6516.43,1
766,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2380,145,708,145,-100.59,137,5018.78,-1465.36,-34.72,1776,34.61,-0.69,-10.11,0.94,0.2,22,12.25,3452.83,1
767,25-34,A,50-74K,Unknown,Single Female,2,None/Unknown,2390,45,624,45,-9.04,5,1046.59,-121.75,-0.25,335,23.26,-0.2,-2.71,0.11,0.06,106,7.44,915.8,1
768,35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,2393,59,708,59,-10.5,8,4048.29,-574.53,-1.3,1082,68.62,-0.18,-9.74,0.14,0.08,22,18.34,3463.26,1
769,65+,B,125-149K,Unknown,2 Adults No Kids,2,None/Unknown,2397,32,704,32,-0.55,1,1095.1,-106.76,-0.45,313,34.22,-0.02,-3.34,0.03,0.04,26,9.78,987.79,1
770,35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2400,203,711,203,-140.49,125,14681.32,-3911.44,-27.85,3725,72.32,-0.69,-19.27,0.62,0.28,19,18.35,10629.39,1
771,25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,2405,125,706,125,-3.8,3,3425.7,-511.21000000000004,-0.45,1066,27.41,-0.03,-4.09,0.02,0.17,24,8.53,2910.69,1
772,25-34,A,125-149K,Homeowner,2 Adults Kids,3,1,2406,128,695,128,-10.85,7,4860.81,-603.11,-0.75,1258,37.98,-0.08,-4.71,0.05,0.18,35,9.83,4246.85,1
773,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2407,148,709,148,-54.2,33,6665.22,-2739.4,-2.95,2017,45.04,-0.37,-18.51,0.22,0.2,21,13.63,3871.62,1
774,65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2411,71,703,71,0.0,0,2019.25,-187.75,0.0,681,28.44,0.0,-2.64,0.0,0.1,27,9.59,1831.5,0
775,45-54,U,15-24K,Unknown,2 Adults Kids,3,1,2420,79,666,79,-3.99,1,4583.46,-805.27,0.0,1568,58.02,-0.05,-10.19,0.01,0.11,64,19.85,3774.2,1
776,45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,2421,78,705,78,-92.87,73,8749.76,-1732.56,-9.799999999999999,3213,112.18,-1.19,-22.21,0.94,0.11,25,41.19,6924.33,1
777,19-24,U,Under 15K,Probable Renter,Single Female,1,None/Unknown,2426,103,703,103,-4.17,2,2437.06,-400.16,0.0,714,23.66,-0.04,-3.89,0.02,0.14,27,6.93,2032.73,1
778,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2427,281,710,281,-62.98,65,8725.94,-2089.55,-16.85,2903,31.05,-0.22,-7.44,0.23,0.38,20,10.33,6573.41,1
779,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,2432,185,709,185,-18.49,15,4948.11,-1278.46,-2.4,2214,26.75,-0.1,-6.91,0.08,0.25,21,11.97,3651.16,1
780,45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,2435,38,703,38,-3.6,2,3303.85,-1159.71,-0.9,1057,86.94,-0.09,-30.52,0.05,0.05,27,27.82,2140.54,1
781,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,2437,67,699,67,-8.29,8,4841.9400000000005,-605.12,-1.1,1397,72.27,-0.12,-9.03,0.12,0.09,31,20.85,4228.53,1
782,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,2445,161,710,161,-40.69,38,6546.05,-2194.3,-3.95,2532,40.66,-0.25,-13.63,0.24,0.22,20,15.73,4311.06,1
783,35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2446,148,707,148,-33.3,32,6455.78,-1004.42,-6.15,1490,43.62,-0.22,-6.79,0.22,0.2,23,10.07,5418.06,1
784,35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2447,124,707,124,-5.49,2,7520.9400000000005,-977.07,-0.2,1854,60.65,-0.04,-7.88,0.02,0.17,23,14.95,6538.38,1
785,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2448,187,705,187,-389.26,327,9300.73,-2320.14,-66.67,2922,49.74,-2.08,-12.41,1.75,0.26,25,15.63,6591.33,1
786,35-44,A,175-199K,Homeowner,2 Adults Kids,5+,3+,2449,246,711,246,-63.739999999999995,83,10866.87,-1337.08,-20.65,3706,44.17,-0.26,-5.44,0.34,0.34,19,15.07,9466.05,1
787,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2453,103,705,103,-11.55,13,4551.68,-653.5,-2.35,1341,44.19,-0.11,-6.34,0.13,0.14,25,13.02,3886.63,1
788,45-54,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2455,102,710,102,-8.84,9,5339.03,-772.88,-2.25,1200,52.34,-0.09,-7.58,0.09,0.14,20,11.76,4557.31,1
789,65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,2465,139,686,139,-4.0,4,2089.29,-475.32,0.0,648,15.03,-0.03,-3.42,0.03,0.19,44,4.66,1609.97,1
790,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,2467,302,709,302,-436.91,234,12850.56,-4668.59,-56.95,4490,42.55,-1.45,-15.46,0.77,0.41,21,14.87,7745.06,1
791,25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2479,128,706,128,-80.58,44,14279.7,-1785.02,-3.5,4577,111.56,-0.63,-13.95,0.34,0.18,24,35.76,12414.1,1
792,45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,2483,78,708,78,-10.8,11,1770.91,-266.22,-0.7,651,22.7,-0.14,-3.41,0.14,0.11,22,8.35,1493.89,1
793,35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,2486,69,711,69,-8.49,5,3265.52,-836.92,-0.3,1495,47.33,-0.12,-12.13,0.07,0.09,19,21.67,2420.11,1
794,45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,2488,108,704,108,-46.75,48,6327.51,-793.18,-12.8,2001,58.59,-0.43,-7.34,0.44,0.15,26,18.53,5487.58,1
795,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2489,125,702,125,-392.59000000000003,464,9403.42,-1659.45,-126.0,3257,75.23,-3.14,-13.28,3.71,0.17,28,26.06,7351.38,1
